ligand_id,SMILES,dG_bind,dG_bind_err
5666,CC(C)NC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,0.756,0.46
5667,Cn1ccc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)n1,10.715,0.455
5668,Cc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)CC2CC2)c1,6.724,0.459
5669,COc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)NC(C)C)c1,9.959,0.471
5670,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3ccc(CO)cn3)c2)c1,4.994,0.489
5671,COc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)NC(C)C)c1,17.195,0.478
5672,CNc1nc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)cc(C(C)C)n1,-6.676,0.526
5673,O=C(Nc1ccnc(Nc2cn[nH]c2)c1)c1c(Cl)cc(CO)cc1Cl,7.318,0.472
5674,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)nc(C)n1,3.51,0.475
5675,O=C(Nc1ccnc(Nc2cncc(CO)n2)c1)c1ccc(F)cc1Cl,7.975,0.475
5676,CCNC(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2OC)ccn1,13.775,0.467
5677,CC(=O)Nc1ccc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)nc1C,-4.801,0.502
5678,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3(C)C)ncc2F)cc1,17.203,0.472
5679,CN(C)C(=O)c1cccc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,0.607,0.517
5680,CNc1nc(C)cc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)n1,-2.166,0.498
5681,Nc1nc(Nc2cc(NC(=O)c3ccccc3F)ccn2)cc(C2CC2)n1,-4.743,0.477
5682,O=C(Cc1ccccc1)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1,10.293,0.506
5683,Cc1cncc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,7.488,0.469
5684,CCc1nc(C)cc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)n1,2.622,0.484
5685,Cc1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)n[nH]1,-4.996,0.449
5686,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3ccnc(CO)n3)c2)c1,6.759,0.492
5687,Nc1ccc(C(=O)Nc2ccnc(Nc3cccc(CO)n3)c2)c(Cl)c1,1.458,0.481
5688,Cc1cnc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)cn1,10.558,0.47
5689,Cc1ccc(C(=O)Nc2ccnc(NC(=O)CCO)c2)c(Cl)c1,13.783,0.458
5690,Cc1cc(C)nc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)c1,7.217,0.471
5691,Nc1ccc(C(=O)Nc2ccnc(NC(=O)CSC(F)F)c2)c(Cl)c1,6.234,0.464
5692,CCc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)nc(N)n1,7.687,0.477
5693,CN(C)c1ccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc1,7.866,0.49
5694,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)ncn3)c2)c1,1.133,0.474
5695,CNc1nc(C)cc(Nc2cc(NC(=O)c3c(Cl)cc(C)cc3Cl)ccn2)n1,4.931,0.503
5696,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)nc(CO)n1,2.234,0.48
5697,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cccc(C)n2)c1,19.293,0.48
5698,Cc1cccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,4.036,0.473
5699,CN(C)c1cccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,0.657,0.49
5700,COc1ccc(C(=O)Nc2ccnc(Nc3cccc(C)n3)c2)c(Cl)c1,12.979,0.486
5701,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccn(C)n2)c1,9.709,0.463
5702,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1ccc(F)cc1Cl,-1.225,0.475
5703,Cc1cc(Cl)c(C(=O)Nc2cc(Nc3cc(CO)ccn3)ncc2F)c(Cl)c1,10.74,0.493
5704,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)NC(C)C)c1,9.052,0.483
5705,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3C)ncc2F)cc1,15.603,0.46
5706,O=C(Nc1ccnc(Nc2cccc(=O)[nH]2)c1)c1cccc(Cl)c1F,-0.883,0.458
5707,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,1.188,0.455
5708,CCNC(=O)Nc1cc(NC(=O)c2cc(Cl)ccc2OC)ccn1,12.635,0.46
5709,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1cccc(Cl)c1,3.33,0.474
5710,Cc1cc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)no1,-8.991,0.452
5711,O=C1CC(C(=O)Nc2cc(NC(=O)c3ccccc3C(F)(F)F)c(F)cn2)C1,2.659,0.468
5712,Cc1cncc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)n1,9.324,0.472
5713,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,4.213,0.452
5714,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3ncco3)c2)c1,6.109,0.456
5715,CC(C)OC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,-5.242,0.46
5716,Nc1ccc(Cl)cc1C(=O)Nc1cc(NC(=O)NC2CC2)ncc1F,10.935,0.463
5717,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,0.53,0.46
5718,Cc1cccc(C(=O)Nc2ccnc(NC(=O)CC3CC3)c2)c1F,11.576,0.462
5719,Cc1cc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)ncn1,-1.182,0.466
5720,O=C(CC1CC1)Nc1cc(NC(=O)c2ccc(Cl)cc2F)c(F)cn1,4.45,0.46
5721,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1cccc(Cl)c1F,-0.967,0.474
5722,COc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)CC#N)c1,7.739,0.459
5723,CCNC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,-7.681,0.45
5724,COc1ccc(C(=O)Nc2ccnc(NC(=O)NC(C)C)c2)c(Cl)c1,8.772,0.476
5725,CCOC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,-2.265,0.449
5726,Cc1cnc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)cn1,9.188,0.471
5727,O=Cc1cc(Cl)c(C(=O)Nc2cc(Nc3cc(CO)ccn3)ncc2F)c(Cl)c1,12.308,0.497
5728,O=C(Nc1cc(NC(=O)C2CC2F)ncc1F)c1ccc(O)cc1F,-0.326,0.449
5729,CCNC(=O)Nc1cc(NC(=O)c2ccc(OC)cc2Cl)ccn1,6.996,0.469
5730,Nc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,12.779,0.471
5731,Cc1coc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)n1,-1.152,0.454
5732,Cc1nc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)cc(N(C)C)n1,-1.855,0.499
5733,CC(=O)N(C)c1ccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1,1.511,0.508
5734,Cc1ccc(C(=O)Nc2ccnc(Nc3cccc(C(=O)N(C)C)n3)c2)c(Cl)c1,13.334,0.525
5735,Cc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c1N,18.218,0.478
5736,CC(C)NC(=O)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,-1.173,0.464
5737,Cc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC2C(N)=O)ncc1F,8.742,0.475
5738,O=C(CCO)Nc1cc(NC(=O)c2cccc(F)c2Cl)ccn1,0.738,0.448
5739,Cc1cccc(C)c1C(=O)Nc1ccnc(Nc2cc(C3CC3)nc(N)n2)c1,8.297,0.494
5740,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1cccc(Cl)c1F,2.515,0.472
5741,Cc1c(N)cccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,6.847,0.471
5742,O=C(CCO)Nc1cc(NC(=O)c2ccc(Cl)cc2F)ccn1,8.663,0.449
5743,Nc1cccc(C(=O)Nc2cc(NC(=O)NC3CC3)ncc2F)c1Cl,-2.697,0.459
5744,COc1ccc(C(=O)Nc2ccnc(NC(=O)CC(C)C)c2)c(Cl)c1,10.838,0.48
5745,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3ncc(C)cn3)c2)c1,9.945,0.481
5746,N#CCC(=O)Nc1cc(NC(=O)c2cccc(O)c2Cl)ccn1,-5.446,0.449
5747,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)Nc2ccccn2)ncc1F,5.436,0.495
5748,N#Cc1ccc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)nc1,3.914,0.489
5749,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3nc(C)cc(C)n3)c2)c1,12.791,0.488
5750,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1ccc(F)cc1,5.075,0.458
5751,COc1ccc(C(=O)Nc2ccnc(NC(=O)CC#N)c2)c(Cl)c1,5.888,0.463
5752,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)c(F)c1,1.99,0.452
5753,O=C(Nc1cc(NC(=O)c2cccc(O)c2F)ccn1)NC1CC1,3.138,0.451
5754,CN(C)c1cncc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,6.452,0.489
5755,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1c(F)cc(F)cc1F,-0.014,0.462
5756,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)on3)c2)c(Cl)c1,-2.492,0.479
5757,Cc1cccc(N)c1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,15.092,0.469
5758,CN(C)C(=O)c1ccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)nc1,-5.232,0.507
5759,O=C(Nc1cc(NC(=O)C2CC2(F)F)ncc1F)c1cc(O)ccc1F,6.981,0.448
5760,COc1nccc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,3.133,0.475
5761,O=C(CSC(F)F)Nc1cc(NC(=O)c2ccc(Cl)cc2F)ccn1,11.682,0.462
5762,N#CCC(=O)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,0.642,0.448
5763,CC(C)c1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)nc(N)n1,-3.065,0.49
5764,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(Cl)cc2OC)ccn1,10.969,0.475
5765,Cc1cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)on1,-13.554,0.455
5766,O=C(Nc1cc(NC(=O)C2COC2)ncc1F)c1ccccc1C(F)(F)F,-6.608,0.461
5767,Nc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)NC2CC2)ncc1F,13.776,0.462
5768,Cc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c1F,4.407,0.454
5769,CNc1nc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)cc(C(C)C)n1,4.239,0.508
5770,O=C(Nc1cc(NC(=O)c2ccccc2F)ccn1)NC1CC(O)C1,-1.288,0.464
5771,CN(C)C(=O)c1cncc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)n1,3.318,0.506
5772,Cc1cc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)n[nH]1,-3.746,0.454
5773,O=C(Nc1cc(NC(=O)C2CC2F)ncc1F)c1cc(O)ccc1F,0.844,0.447
5774,Cc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)nc(CO)n3)c2)c(Cl)c1,-0.744,0.5
5775,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cccc(CO)n2)c1,12.255,0.479
5776,O=C(Nc1cc(Nc2ccncc2)ncc1F)c1cc(O)ccc1Cl,-8.902,0.459
5777,Cc1ccnc(Nc2cc(NC(=O)c3cccc(Cl)c3)c(F)cn2)c1,8.517,0.463
5778,CC(C)(C)C(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)c(F)cn1,10.937,0.463
5779,CC(C)OC(=O)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,-8.855,0.457
5780,COc1ccnc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)c1,11.786,0.47
5781,COc1ccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc1,0.679,0.48
5782,Cc1cccc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)n1,5.05,0.468
5783,O=C(Nc1cc(Nc2ncccn2)ncc1F)c1c(Cl)cccc1Br,10.441,0.458
5784,Cc1ccnc(Nc2cc(NC(=O)c3cccc(Cl)c3C)c(F)cn2)c1,9.617,0.476
5785,CNC(=O)c1ccc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)nc1,2.403,0.491
5786,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)Cc3ccccc3)ncc2F)c(Cl)c1,8.679,0.496
5787,Cc1nccc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)n1,1.044,0.462
5788,O=C(Nc1cc(NC(=O)c2ccc(Cl)cc2F)c(F)cn1)Oc1ccccc1,-0.571,0.476
5789,Cc1cc(C)nc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,15.653,0.483
5790,Cc1ccc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)nc1,17.614,0.465
5791,Cc1cc(C)nc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)n1,19.516,0.481
5792,Cc1ccc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)nc1,6.374,0.464
5793,O=C(Nc1ccnc(NCC2CC2)c1)c1ccccc1C(F)(F)F,11.944,0.446
5794,Nc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)CC2CC2)c1,19.491,0.456
5795,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccncn2)c1,6.753,0.469
5796,Cc1cc(C)nc(Nc2cc(NC(=O)c3ccc(Cl)cc3C)ccn2)c1,14.454,0.486
5797,CN(C)C(=O)c1ccc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)nc1,-6.386,0.505
5798,N#CCC(=O)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)ccn1,-1.525,0.439
5799,Cc1cnc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)cn1,3.943,0.463
5800,O=C(Nc1cc(NC(=O)c2cc(Cl)ccc2F)c(F)cn1)Oc1ccccc1,-5.843,0.476
5801,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)nc(C(C)C)n1,4.401,0.499
5802,COc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2ccncn2)c1,13.967,0.471
5803,Cc1cnc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)nc1,19.309,0.475
5804,CCOC(=O)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,3.305,0.445
5805,O=C(CO)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,2.529,0.436
5806,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C(F)F)ncc1F,3.957,0.443
5807,Cc1cc(C)nc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)c1,13.511,0.478
5808,N#Cc1ccc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc1,-3.203,0.469
5809,Nc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c(F)c1,4.093,0.458
5810,Cc1nccc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)n1,-5.474,0.461
5811,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)Nc3cccnc3)ncc2F)c(Cl)c1,6.427,0.504
5812,CSCC(=O)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)ccn1,-2.585,0.456
5813,CC(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)c(F)cn1,8.388,0.443
5814,Cc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)c(F)cn2)c1,3.827,0.472
5815,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)Oc2ccccc2)ncc1F,1.47,0.481
5816,Nc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,16.364,0.459
5817,Cc1cnc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1,9.554,0.465
5818,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccc(CO)cn2)c1,9.325,0.478
5819,Cc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c(C)c1,17.556,0.47
5820,O=C(Nc1cc(Nc2cn[nH]c2)ncc1F)c1c(Cl)cccc1Cl,-5.208,0.448
5821,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)ncn1,-6.012,0.463
5822,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccc(C(N)=O)cn2)c1,13.878,0.496
5823,CCC(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)c(F)cn1,22.247,0.445
5824,CN(C)c1cncc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,4.265,0.498
5825,Cc1cnc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc1,7.934,0.469
5826,CC(C)OC(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-4.398,0.457
5827,COc1cc(Cl)c(C(=O)Nc2cc(Nc3ccccn3)ncc2F)c(Cl)c1,12.243,0.482
5828,COc1ccc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)nc1,11.967,0.481
5829,O=C(CC1CC1)Nc1cc(NC(=O)c2ccc(O)cc2)ccn1,12.832,0.451
5830,Cc1cc(C)nc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,10.795,0.484
5831,COc1ccc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc1,7.081,0.479
5832,Nc1ccc(C(=O)Nc2ccnc(Nc3nccs3)c2)c(Cl)c1,0.928,0.454
5833,COc1ccc(C(=O)Nc2ccnc(Nc3ccncn3)c2)c(Cl)c1,7.499,0.475
5834,Cc1cccc(Cl)c1C(=O)Nc1cc(Nc2ncccn2)ncc1F,8.891,0.462
5835,O=C(Nc1ccnc(Nc2cccnn2)c1)c1cccc(O)c1Cl,-3.319,0.455
5836,COc1ccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)nc1,7.377,0.478
5837,Cc1cc(C)nc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,12.047,0.477
5838,COc1ccnc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)c1,10.052,0.474
5839,O=C(Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)c(F)cn1)NC1CCC1,-0.932,0.468
5840,CNC(=O)c1ccc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)nc1,3.033,0.503
5841,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,6.844,0.447
5842,CN(C)c1ccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1,7.242,0.488
5843,CC(C)OC(=O)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)ccn1,-3.223,0.457
5844,CN(C)C(=O)c1cccc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)n1,2.339,0.516
5845,O=C(Nc1ccnc(Nc2cccnn2)c1)c1ccc(O)cc1Cl,-1.906,0.46
5846,Nc1cccc(Cl)c1C(=O)Nc1cc(Nc2ccncn2)ncc1F,-2.958,0.454
5847,Nc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,12.161,0.457
5848,Cc1cncc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)n1,-1.086,0.463
5849,COCC(=O)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)ccn1,-2.145,0.449
5850,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cc(NC(C)=O)cc2Cl)c(F)cn1,6.734,0.496
5851,Cc1ccc(Cl)c(C(=O)Nc2cc(Nc3ccccn3)ncc2F)c1,-1.794,0.461
5852,O=C(CO)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-0.436,0.439
5853,Cc1nccc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)n1,-6.931,0.457
5854,NC(=O)c1cccc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)n1,-1.795,0.479
5855,CCOC(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-9.303,0.444
5856,Cc1cncc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)n1,1.929,0.46
5857,COc1ccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1,5.552,0.473
5858,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C(C)C)ncc2F)c(Cl)c1,18.694,0.507
5859,CC(C)C(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)c(F)cn1,6.549,0.451
5860,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1cccnc1,8.342,0.457
5861,Nc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,15.126,0.451
5862,CNC(=O)c1cccc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)n1,-4.838,0.494
5863,Cc1nccc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)n1,8.894,0.467
5864,Cc1ccnc(Nc2cc(NC(=O)c3cccc(Cl)c3F)c(F)cn2)c1,5.102,0.464
5865,Nc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,17.393,0.462
5866,Nc1cccc(C(=O)Nc2ccnc(Nc3nccs3)c2)c1Cl,5.874,0.453
5867,Nc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,19.116,0.454
5868,Nc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c1,2.779,0.454
5869,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)CF)ncc2F)c(Cl)c1,9.594,0.497
5870,CN(C)c1cncc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,4.818,0.486
5871,Nc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,9.988,0.466
5872,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1c(F)cccc1F,1.113,0.458
5873,O=C(Nc1ccnc(Nc2ncco2)c1)c1ccc(Cl)cc1F,13.879,0.446
5874,CN(C)c1cncc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,8.335,0.491
5875,Cc1ccc(C(=O)Nc2ccnc(Nc3ccc(CO)cn3)c2)c(Cl)c1,12.0,0.484
5876,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CF)ncc1F,19.366,0.442
5877,Cc1cnc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)cn1,6.032,0.464
5878,O=C(Nc1ccnc(NC(=O)C(CO)CO)c1)c1c(F)ccc(F)c1Cl,2.613,0.466
5879,CN(C)c1cnc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)cn1,4.711,0.487
5880,O=C(Nc1cc(Nc2ncccn2)ncc1F)c1cccc(Cl)c1F,10.572,0.452
5881,CC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2Cl)c(F)cn1,5.12,0.446
5882,O=C(Nc1cc(Nc2cccnn2)ncc1F)c1c(F)cccc1Cl,-8.222,0.447
5883,Nc1cc(Cl)c(C(=O)Nc2cc(Nc3ncccn3)ncc2F)c(Cl)c1,6.691,0.467
5884,CCC(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)c(F)cn1,5.958,0.439
5885,O=C(Nc1cc(Nc2cnccn2)ncc1F)c1c(Cl)cccc1Br,4.483,0.459
5886,Nc1cc(Cl)ccc1C(=O)Nc1cc(Nc2ccncc2)ncc1F,15.478,0.466
5887,Nc1c(Cl)cccc1C(=O)Nc1cc(Nc2ccccn2)ncc1F,9.207,0.467
5888,CC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2F)c(F)cn1,9.11,0.441
5889,Nc1ccc(C(=O)Nc2cc(Nc3ccncc3)ncc2F)c(Cl)c1,-15.281,0.464
5890,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)Oc2ccccc2)c1,2.278,0.475
5891,CC(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(F)cn1,12.121,0.445
5892,CC(=O)Nc1cc(NC(=O)c2c(Cl)cc(N)cc2Cl)c(F)cn1,-2.173,0.451
5893,O=C(Nc1cc(Nc2cccnn2)ncc1F)c1ccccc1Cl,-10.133,0.447
5894,CNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(Cl)cc2Cl)c(F)cn1,-0.582,0.458
5895,CC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1,9.377,0.437
5896,O=C(Nc1cc(Nc2ncccc2F)ncc1F)c1cccc(Cl)c1,12.922,0.455
5897,Nc1cc(Cl)c(C(=O)Nc2cc(Nc3ncccc3F)ncc2F)c(Cl)c1,7.333,0.468
5898,O=C(Nc1cc(Nc2ncccc2F)ncc1F)c1cccc(Cl)c1F,12.358,0.458
5899,CC(C)C(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)c(F)cn1,-0.394,0.447
5900,COc1cccc(C(=O)Nc2ccnc(NC(=O)Nc3ccccn3)c2)c1,7.998,0.485
5901,Nc1cccc(C(=O)Nc2cc(Nc3ccncc3)ncc2F)c1Cl,-7.483,0.457
5902,Nc1cccc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)c(F)cn2)n1,-2.801,0.458
5903,Nc1cc(Cl)c(C(=O)Nc2cc(Nc3cccc(N)n3)ncc2F)c(Cl)c1,3.128,0.48
5904,CC(=O)Nc1cc(NC(=O)c2cccc(F)c2C)ccn1,9.575,0.437
5905,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2ccc(Cl)cc2)c(F)cn1,5.938,0.482
5906,O=C(CF)Nc1cc(NC(=O)c2cc(F)ccc2Cl)c(F)cn1,-6.713,0.442
5907,Cc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)Nc2ccccn2)c1,4.163,0.478
5908,CC(C)C(=O)Nc1cc(NC(=O)c2cc(Cl)ccc2Cl)c(F)cn1,-1.733,0.452
5909,O=C(Nc1cc(Nc2ncccn2)ncc1F)c1ccc(Cl)cc1Cl,4.608,0.462
5910,O=C(Nc1cc(Nc2ccncn2)ncc1F)c1cc(Cl)ccc1Cl,-7.884,0.456
